,Latitude,Longitude,location,Occurrence Time,Zone / Region,Observer Affiliation,Associated Observation,# Avalanches:,Aspect:,Slope Angle:,Elevation:,Vertical Fall:,Destructive Size:,Relative Size:,Type:,Bed Surface:,Width:,Trigger:,Occurrence Date,Observer type,Avalanche Summary,Slab Thickness:
235,48.402214,-114.13365,Near Ghoulies Point,15:00 (Exact),Whitefish Range,fac,View Observation,2,E,37°,6400 ft,125 ft,D1.5,R2,SS-Soft Slab,I-New/Old Interface,15 ft,AS-Skierc-Intentional,"Nov 28, 2022 (Exact)",public,Very soft surface slab which limited propagation.,1 cm (0 ft)
236,48.402214,-114.13365,Ghoulie to Beaver Ponds,Not Reported,Whitefish Range,fac,View Observation,1,NE,38°,6500 ft,100 ft,D1.5,R2,SS-Soft Slab,O-Old Snow,20 ft,AS-Skieru-Unintentional,"Nov 27, 2022 (Exact)",public,"Slide was 12-16 inches deep and about 20 feet wide consisting of loose and unstable snow collected during the Sunday morning storm cycle, likely wind transported. ",35 cm (1 ft)
237,48.402214,-114.13365,Near Ghoulie Point,15:00 (Exact),Whitefish Range,fac,View Observation,2,E,37°,6300 ft,125 ft,D1.5,R1,SS-Soft Slab,I-New/Old Interface,15 ft,AS-Skierc-Intentional,"Nov 27, 2022 (Exact)",forecaster,The surface slab was a bit too soft to propagate.,1 cm (0 ft)
238,48.402214,-114.13365,Shed 7 West,Not Reported,Flathead Range & Glacier NP,fac,View Observation,1,E,,6700 ft,50 ft,D1,R1,C-Cornice,,15 ft,N-Natural,"Nov 26, 2022 (Estimated)",public,"Very small (D1 size) cornice-fall observed in Shed 7 West, at least a couple days old. ",
239,48.402214,-114.13365,34.33N 120.0W,Not Reported,Whitefish Range,fac,View Observation,1,S,40°,3000 ft,1000 ft,D1,R1,U-Unknown,U-Unknown,100 ft,U-Unknownc-Intentional,"Nov 25, 2022 (Exact)",public,test,100 cm (3.5 ft)
240,48.402214,-114.13365,Noisy Basin Road,Not Reported,Swan Range,fac,View Observation,1,NE,,5400 ft,,D1,R1,SS-Soft Slab,O-Old Snow,20 ft,AS-Skierc-Intentional,"Nov 23, 2022 (Exact)",public,"I approached the edge of the road and sent cracks from about 8ft back out to the edge, which then triggered a small section about 6-8” deep, and probably 20ft across to release. This was on a north-eastern aspect off the roadside and was probably between 30-40°.",15 cm (0.5 ft)
241,48.402214,-114.13365,"Crown Bowl, Jewel Basin",10:00 (Estimated),Swan Range,fac,View Observation,1,NW,,,,D1.5,,SS-Soft Slab,O-Old Snow,,N-Natural,"Nov 23, 2022 (Estimated)",forecaster,Observed debris at the base of Crown Bowl.  Could not see track or start zone due to poor visability. ,
242,48.402214,-114.13365,Jewel Basin,16:15 (Exact),Swan Range,fac,View Observation,1,NE,45°,6000 ft,10 ft,D1,,SS-Soft Slab,O-Old Snow,30 ft,N-Naturalr-Remote,"Nov 23, 2022 (Exact)",forecaster,"Small slab on the lee side of a short, steep rollover.",20 cm (0.5 ft)
243,48.402214,-114.13365,test firefox,Not Reported,Swan Range,fac,View Observation,1,SW,,3000 ft,,D2.5,,U-Unknown,,,U-Unknownc-Intentional,"Nov 8, 2022 (Estimated)",public,test firefox,100 cm (3.5 ft)
244,48.402214,-114.13365,Whitefish Mountain,Not Reported,Whitefish Range,fac,View Observation,2,N,,7200 ft,,D2,,U-Unknown,,,N-Natural,"Nov 5, 2022 (Estimated)",public,Date estimated,35 cm (1 ft)
245,48.402214,-114.13365,Crown Bowl,Not Reported,Swan Range,fac,View Observation,5,W,,6900 ft,,D1.5,,SS-Soft Slab,,,AS-Skierc-Intentional,"Nov 4, 2022 (Exact)",public,Triggered by ski cuts,25 cm (1 ft)
